Data księgowania,Typ zapisu,Typ dokumentu,Nr dokumentu,Nr zapasu,Opis szukany,Nr źródła,Nazwa,Nr partii,Data ważności,Kod lokalizacji,Ilość,Ilość zafakturowana,Ilość pozostała,Koszt na jednostkę,Kwota sprzedaży (rzeczywista),Kwota kosztu (rzeczywista),Nr seryjny,Nr wiersza dokumentu,Nr wiersza komp. zlec. prod.,Nr wiersza zlecenia,Nr zadania zlecenia,Nr zapisu,Nr zlecenia,Nr zlecenia,Opis,Otwarte,Typ zlecenia,Zapis rozliczony do skorygow.
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z03169,"MLEKO 3,2% A`1 L ZAMBROWSKIE",N0589,"MLEKO PŁYNNE 3,2% A`1L ZAMBROWSKIE",170326,3/17/2026,2,-24,-24,0,0.00,66.00,-62.16,,70000,0,0,,1854292,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z00181,D-090,N0589,POMADA WODNA A'15KG WIADRO * HOLGERFOOD*,17112026,11/17/2026,2,-45,-45,0,0.00,157.50,-159.75,,60000,0,0,,1854291,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z00181,D-090,N0589,POMADA WODNA A'15KG WIADRO * HOLGERFOOD*,17112026,11/17/2026,2,-30,-30,0,0.00,105.00,-106.50,,50000,0,0,,1854290,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z06357,ANANAS KAWAŁKI 3035G/1840G LA PERLA/MARCO POLO,N0589,ANANAS KAWAŁKI 3035G/1840G LA PERLA/MARCO POLO,31.12.2026,12/31/2026,2,-6,-6,0,0.00,143.40,-153.00,,40000,0,0,,1854289,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z05594,M-WIŚNIA B/P A`10 KG,N0589,M-WIŚNIA MROŻONA B/P A`10 KG,04.2027,4/30/2027,2,-20,-20,0,0.00,352.00,-350.00,,30000,0,0,,1854288,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z07079,"MLEKO PŁYNNE UHT 3,2% A'5L FARMER",N0589,"MLEKO PŁYNNE UHT 3,2% A'5L FARMER",10.03.2026,3/10/2026,2,-10,-10,0,0.00,150.00,-148.00,,20000,0,0,,1854287,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z03425,JABŁKO PRAŻONE KOSTKA MARINEX A'12 KG,N0589,JABŁKO PRAŻONE KOSTKA MARINEX A'12 KG,287/25,3/15/2026,2,-48,-48,0,0.00,239.04,-235.20,,10000,0,0,,1854286,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z01854,D-387,N2639,"ŻURAWINA SUSZONA 11,34 KG",1314/1,7/11/2027,2,-11.34,-11.34,0,0.00,202.99,-184.73,,110000,0,0,,1854285,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z03787,G-TYMIANEK A'1KG,N2639,G-TYMIANEK A'1KG,53/I/N/2/1,7/31/2028,2,-1,-1,0,0.00,14.20,-12.00,,100000,0,0,,1854284,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z02410,R-281,N2639,ŚMIETANKA 30% KREMOWA UHT A'1L FARMER,15.02.2026,2/15/2026,2,-12,-12,0,0.00,174.00,-153.48,,90000,0,0,,1854283,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z05080,SOS DO PIZZY MUTTI AROMAROTIZATA A'5KG DEVELEY,N2639,SOS DO PIZZY MUTTI AROMAROTIZATA A'5KG DEVELEY,R213,8/1/2027,2,-10,-10,0,0.00,110.00,-96.00,,80000,0,0,,1854282,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z01935,R-091,N2639,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,-50,-50,0,0.00,60.50,-47.50,,70000,0,0,,1854281,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z07651,PAPRYKA KONSERWOWA PASKI 4200/2300G.VERA,N2639,PAPRYKA KONSERWOWA PASKI 4200/2300G.VERA,RPS1490125BLG,5/29/2028,2,-4,-4,0,0.00,112.80,-98.00,,60000,0,0,,1854280,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z07549,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",N2639,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",341LR106B,4/15/2028,2,-1,-1,0,0.00,26.90,-21.46,,50000,0,0,,1854279,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z01255,M-146,N2639,PŁATKI OWSIANE GÓRSKIE A'17 KG MELVIT,25101A,4/30/2027,2,-34,-34,0,0.00,115.60,-83.30,,40000,0,0,,1854278,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z01309,TŁ-047,N2639,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-8,-8,0,0.00,215.20,-204.00,,30000,0,0,,1854277,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z01841,D-095,N2639,SŁONECZNIK  A'25KG,BA25/MW-OCT4,10/31/2026,2,-50,-50,0,0.00,252.50,-222.50,,20000,0,0,,1854276,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31931,Z00155,R-006,N2639,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-75,-75,0,0.00,194.25,-145.50,,10000,0,0,,1854275,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z00900,G-069,N2296,G-BAZYLIA A'1 KG,30.04.2030,4/30/2030,2,-1,-1,0,0.00,11.20,-9.90,,60000,0,0,,1854274,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z03479,"MLEKO 3,2% A'10 L FARMER",N2296,"MLEKO PŁYNNE 3,2% A'10 L FARMER",14032026,3/14/2026,2,-30,-30,0,0.00,"1,017.00",-487.90,,50000,0,0,,1854273,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z06962,JOGURT NATURALNY A'150 G FARMER,N2296,JOGURT NATURALNY A'150 G FARMER,16.12.2025,12/16/2025,2,-932,-932,0,0.00,848.12,-736.28,,40000,0,0,,1854272,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z06962,JOGURT NATURALNY A'150 G FARMER,N2296,JOGURT NATURALNY A'150 G FARMER,12.12.2025,12/12/2025,2,"-1,148","-1,148",0,0.00,"1,044.68",-906.92,,40000,0,0,,1854271,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z06961,JOGURT OWOCOWY A'150 G FARMER,N2296,JOGURT OWOCOWY A'150 G FARMER,09.12.2025,12/9/2025,2,-300,-300,0,0.00,312.00,-285.00,,30000,0,0,,1854270,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z02682,ZAPRAWA CYTRYNOWA A'1 L,N2296,ZAPRAWA CYTRYNOWA A'1 L  ROLNIK,L250393A,4/30/2026,2,-4,-4,0,0.00,14.80,-13.92,,20000,0,0,,1854269,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z02682,ZAPRAWA CYTRYNOWA A'1 L,N2296,ZAPRAWA CYTRYNOWA A'1 L  ROLNIK,L250370A,4/30/2026,2,-4,-4,0,0.00,14.80,-13.92,,20000,0,0,,1854268,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31930,Z00833,R-536,N2296,KONCENTRAT POMIDOROWY ZŁOTY BAŻANT 4500/4550G,0903,8/22/2028,2,-14,-14,0,0.00,728.00,-656.46,,10000,0,0,,1854267,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31929,Z03801,CUKIER WANILINOWY DORO A'5KG,N3227,CUKIER WANILINOWY DORO A'5KG,16.10.2026,10/16/2026,2,-10,-10,0,0.00,45.00,-35.00,,40000,0,0,,1854266,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31929,Z05239,"JAGODA W ŻELU A'3,2 KG VORTUMNUS",N3227,"JAGODA W ŻELU A'3,2 KG VORTUMNUS",02050925,6/30/2026,2,-1,-1,0,0.00,100.97,-82.42,,30000,0,0,,1854265,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31929,Z02718,"MANGO Z MARAKUJĄ W ŻELU A'3,2KG VORTUMNUS",N3227,"MANGO Z MARAKUJĄ W ŻELU A'3,2KG VORTUMNUS",04501025,4/30/2026,2,-1,-1,0,0.00,79.75,-54.91,,20000,0,0,,1854264,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31929,Z06889,BULGUR KASZA A'3KG MELVIT,N3227,BULGUR KASZA A'3KG MELVIT,250925/390,9/24/2027,2,-4,-4,0,0.00,86.12,-73.96,,10000,0,0,,1854263,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31928,Z01688,M-262,N1993,PAPIER PIEK. SILIDOR SUPER EXTRA 40/60,31.12.2099,12/31/2099,2,-1,-1,0,0.00,70.00,-51.00,,10000,0,0,,1854262,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31927,Z01458,R-116,N2339,"MĄKA PSZENNA A'25KG """"500""SZCZEPANKI   BD",15.06.2026,6/15/2026,2,-200,-200,0,0.00,416.00,-258.00,,10000,0,0,,1854261,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z00861,D-012,N0511,BUDYŃ ŚMIETANKOWY A'5 KG EMIX,27,5/31/2027,2,-50,-50,0,0.00,445.00,-368.00,,50000,0,0,,1854260,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z00861,D-012,N0511,BUDYŃ ŚMIETANKOWY A'5 KG EMIX,24,2/28/2027,2,-25,-25,0,0.00,222.50,-184.00,,50000,0,0,,1854259,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z00175,R-212,N0511,MIÓD SZTUCZNY PREMIUM 15KG  HOLGER FOOD,04042026,4/4/2026,2,-15,-15,0,0.00,87.00,-66.75,,40000,0,0,,1854258,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z00158,R-008,N0511,CUKIER PUDER A'10 KG FOLIA,03.11.2027,11/3/2027,2,-20,-20,0,0.00,60.00,-48.20,,30000,0,0,,1854257,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z02669,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,N0511,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,28.01.2026,1/28/2026,2,-10,-10,0,0.00,109.00,-100.30,,20000,0,0,,1854256,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z02280,MC-085,N0511,KOMPLET-CIASTO PÓŁKRUCHE A'10 KG,1002325854,10/30/2026,2,-40,-40,0,0.00,392.00,-380.00,,10000,0,0,,1854255,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z02280,MC-085,N0511,KOMPLET-CIASTO PÓŁKRUCHE A'10 KG,1002320316,10/5/2026,2,-30,-30,0,0.00,294.00,-285.00,,10000,0,0,,1854254,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31926,Z02280,MC-085,N0511,KOMPLET-CIASTO PÓŁKRUCHE A'10 KG,1002315798,9/11/2026,2,-30,-30,0,0.00,294.00,-285.00,,10000,0,0,,1854253,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31925,Z00862,D-029,N2296,BUDYŃ WANILIOWY A'5 KG EMIX,7,4/30/2027,2,-30,-30,0,0.00,324.00,-220.80,,50000,0,0,,1854252,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31925,Z00203,R-677,N2296,TWARÓG WIRÓWKOWY 4% A'11KG WŁOSZCZOWA,11.12.2025,12/11/2025,2,-330,-330,0,0.00,"2,966.70","-2,409.00",,40000,0,0,,1854251,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31925,Z03773,JOGURT NATURALNY 0% B/LAK. WYSOKOBIAŁ.A'5KG MALUTA,N2296,JOGURT NATURALNY 0% B/LAK. WYSOKOBIAŁ.A'5KG MALUTA,11.12.2025,12/11/2025,2,-60,-60,0,0.00,414.00,-357.00,,30000,0,0,,1854250,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31925,Z01883,R-179,N2296,PŁATKI ZIEMNIACZANE A'25KG WIMPEX,5423,6/16/2026,2,-100,-100,0,0.00,860.00,-730.00,,20000,0,0,,1854249,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31925,Z01458,R-116,N2296,"MĄKA PSZENNA A'25KG """"500""SZCZEPANKI   BD",12.07.2026,7/12/2026,2,-200,-200,0,0.00,332.00,-258.00,,10000,0,0,,1854248,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z04230,SÓL JODOWANA KUJAWSKA A'1KG,N2578,SÓL JODOWANA KUJAWSKA A'1KG,150725,7/15/2027,2,-2,-2,0,0.00,3.28,-2.85,,60000,0,0,,1854247,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z04230,SÓL JODOWANA KUJAWSKA A'1KG,N2578,SÓL JODOWANA KUJAWSKA A'1KG,07.05.2027,5/7/2027,2,-8,-8,0,0.00,13.12,-11.40,,60000,0,0,,1854246,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z06675,SEZAM A'1KG,N2578,SEZAM A'1KG,2/D/N/1/1,7/31/2027,2,-2,-2,0,0.00,27.00,-19.20,,50000,0,0,,1854245,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z06676,SIEMIĘ LNIANE A'1 KG,N2578,SIEMIĘ LNU A'1KG,11/D/N/2/1,9/2/2028,2,-2,-2,0,0.00,14.40,-13.40,,40000,0,0,,1854244,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z06629,DYNIA A'1KG,N2578,DYNIA A'1KG,41/E/N/1/1,4/30/2028,2,-2,-2,0,0.00,28.40,-20.20,,30000,0,0,,1854243,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z01845,SŁONECZNIK  A'1KG,N2578,SŁONECZNIK  A'1KG,70/L/N/1/1,2/28/2026,2,-2,-2,0,0.00,17.80,-15.40,,20000,0,0,,1854242,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31924,Z04136,MĄKA ŻYTNIA TYP 720  A'25KG,N2578,MĄKA ŻYTNIA TYP 720  A'25KG GDAŃSKIE MŁYNY,31947/25,2/28/2026,2,-100,-100,0,0.00,220.00,-121.00,,10000,0,0,,1854241,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z05591,M-ŚLIWKA MROŻONA A`10 KG,N1985,M-ŚLIWKA MROŻONA A`10 KG,27102025,8/31/2027,2,-10,-10,0,0.00,64.90,-59.00,,80000,0,0,,1854240,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z06386,POLEWA WIEPOL BIAŁA STANDARD NHC7 A'15 KG,N1985,POLEWA WIEPOL BIAŁA STANDARD NHC7 A'15 KG,23012026,1/23/2026,2,-15,-15,0,0.00,169.50,-150.00,,70000,0,0,,1854239,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z05727,POLEWA KAKAOWA FIORINO NH C7 A'15KG WIEPOL,N1985,POLEWA KAKAOWA FIORINO NH C7 A'15KG WIEPOL,09072026,7/9/2026,2,-30,-30,0,0.00,320.70,-306.00,,60000,0,0,,1854238,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z02339,D-426,N1985,SEMIX-MASA MAKOWA PRIMA A'15KG,16.05.2026,5/16/2026,2,-30,-30,0,0.00,297.00,-291.00,,50000,0,0,,1854237,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z00046,OW-545,N1985,FRUBELLA-WIŚNIE PASTER.NIESŁODZONE 4250G/2800G,25/149,6/30/2028,2,-6,-6,0,0.00,371.40,-365.41,,40000,0,0,,1854236,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z04649,"AROMAT CUKIERNICZY A'4,08 KG AROMACOLORS",N1985,"AROMAT CUKIERNICZY A'4,08 KG AROMACOLORS",252610,9/18/2027,2,-4.08,-4.08,0,0.00,64.46,-60.71,,30000,0,0,,1854235,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z02739,POMADA ARCTOS FONDANT KARTON A'15,N1985,POMADA ARCTOS FONDANT KARTON A'15,19082026/1/2,8/19/2026,2,-30,-30,0,0.00,93.00,-90.90,,20000,0,0,,1854234,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31923,Z01831,D-030,N1985,ORZECHY ZIEMNE KROJONE 2*4-DROBNE A'8/13/15KG,10.10.2025,10/10/2026,2,-15,-15,0,0.00,107.25,-102.00,,10000,0,0,,1854233,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z05841,"TWARÓG RACIBORSKI A'2,5KG BIERUŃ",N1952,"TWARÓG RACIBORSKI A'2,5KG BIERUŃ",15.12.2025,12/15/2025,2,-25,0,0,0.00,0.00,0.00,,110000,0,0,,1854215,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z06288,TORTILLA GRILOWANA 30 CM,N1952,TORTILLA GRILOWANA 30 CM,L5424C15,4/16/2026,2,-178,0,0,0.00,0.00,0.00,,100000,0,0,,1854214,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z02783,"SER CHEDDAR WIÓRKI A'2,5KG TMT",N1952,"SER CHEDDAR WIÓRKI A'2,5KG TMT",12067/25,1/16/2026,2,-25,0,0,0.00,0.00,0.00,,90000,0,0,,1854213,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z07079,"MLEKO PŁYNNE UHT 3,2% A'5L FARMER",N1952,"MLEKO PŁYNNE UHT 3,2% A'5L FARMER",10.03.2026,3/10/2026,2,-99,0,0,0.00,0.00,0.00,,80000,0,0,,1854212,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z03671,MASŁO EXTRA 200G MALUTA,N1952,MASŁO EXTRA 200G MALUTA,13.12.2025,12/13/2025,2,-588,0,0,0.00,0.00,0.00,,70000,0,0,,1854211,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z06313,MASŁO EXTRA 200G MALUTA/BROMILK/POLMLEK,N1952,MASŁO KOSTKA 200G 82%,15.12.2025,12/15/2025,2,-2,0,0,0.00,0.00,0.00,,60000,0,0,,1854210,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z03761,MASCARPONE A'1 KG  BIERUŃ,N1952,MASCARPONE A'1 KG  BIERUŃ,13.01.2026,1/13/2026,2,-10,0,0,0.00,0.00,0.00,,50000,0,0,,1854209,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z03021,MAJONEZ PREMIUM A'10 KG ROLESKI,N1952,MAJONEZ PREMIUM A'10 KG ROLESKI,07.07.2026,7/7/2026,2,-43,0,0,0.00,0.00,0.00,,40000,0,0,,1854208,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z04360,JOGURT NATURALNY MALUTA WOREK A`5 KG,N1952,JOGURT NATURALNY MALUTA WOREK A`5 KG,08.12.2025,12/8/2025,2,-630,0,0,0.00,0.00,0.00,,30000,0,0,,1854207,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z05227,JOGURT NATURALNY TYPU GRECKIEGO A'10KG BIERUŃ,N1952,JOGURT NATURALNY TYPU GRECKIEGO A'10KG BIERUŃ,20251221,12/21/2025,2,-10,0,0,0.00,0.00,0.00,,20000,0,0,,1854206,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31921,Z07494,MASA JAJOWA A'10L BASSO,N1952,MASA JAJOWA A'10L BASSO,2025-11-03,12/8/2025,2,-140,0,0,0.00,0.00,0.00,,10000,0,0,,1854205,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31920,Z03216,"DROŻDŻE BENEVIA 0,5 KG A'10KG LESAFFRE",N3433,"DROŻDŻE BENEVIA 0,5 KG A'10KG LESAFFRE",AY25109545,12/11/2025,2,-60,-60,0,0.00,408.00,-288.00,,40000,0,0,,1854204,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31920,Z02216,MP-123,N3433,LESAFFRE-PROMYK A'25 KG,AY25608965,10/24/2026,2,-25,-25,0,0.00,295.00,-244.25,,30000,0,0,,1854203,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31920,Z01841,D-095,N3433,SŁONECZNIK  A'25KG,BA25/MW-OCT4,10/31/2026,2,-50,-50,0,0.00,275.00,-222.50,,20000,0,0,,1854202,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31920,Z01846,D-166,N3433,SIEMIĘ LNU A'25 KG,24102025/0171,10/24/2026,2,-25,-25,0,0.00,120.00,-85.00,,10000,0,0,,1854201,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z01309,TŁ-047,N2266,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-12,-12,0,0.00,309.60,-306.00,,40000,0,0,,1854200,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z00155,R-006,N2266,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-75,-75,0,0.00,161.25,-145.50,,35000,0,0,,1854199,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z01883,R-179,N2266,PŁATKI ZIEMNIACZANE A'25KG WIMPEX,5423,6/16/2026,2,-25,-25,0,0.00,212.50,-182.50,,32500,0,0,,1854198,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z02611,D-005,N2266,"SEZAM PREMIUM A'25 KG ""A""",11.12.2026,12/11/2026,2,-75,-75,0,0.00,749.25,-510.00,,31250,0,0,,1854197,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z01935,R-091,N2266,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,-150,-150,0,0.00,172.50,-142.50,,30625,0,0,,1854196,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z07549,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",N2266,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",15.04.2028,4/15/2028,2,-6,-6,0,0.00,149.40,-128.76,,30312,0,0,,1854195,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z06252,MARGARYNA 80% ZWYKŁA 10/20KG KRUSZWICA,N2266,MARGARYNA 80% ZWYKŁA 10/20KG KRUSZWICA,010326AK,3/1/2026,2,-100,-100,0,0.00,600.00,-585.00,,30000,0,0,,1854194,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z07494,MASA JAJOWA A'10L BASSO,N2266,MASA JAJOWA A'10L BASSO,2025-11-03,12/8/2025,2,-100,-100,0,0.00,"1,540.00","-1,380.00",,20000,0,0,,1854193,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z00844,D-345,N2266,FARSZ PIECZARKOWY A'5 KG  REYPOL,29.01.2026,1/29/2026,2,-5,-5,0,0.00,295.00,-285.00,,10000,0,0,,1854192,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z00844,D-345,N2266,FARSZ PIECZARKOWY A'5 KG  REYPOL,28.01.2026,1/28/2026,2,-2,-2,0,0.00,118.00,-114.00,,10000,0,0,,1854191,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31919,Z00844,D-345,N2266,FARSZ PIECZARKOWY A'5 KG  REYPOL,22.01.2026,1/22/2026,2,-3,-3,0,0.00,177.00,-171.00,,10000,0,0,,1854190,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z02682,ZAPRAWA CYTRYNOWA A'1 L,N1952,ZAPRAWA CYTRYNOWA A'1 L  ROLNIK,L250393A,4/30/2026,2,-30,0,0,0.00,0.00,0.00,,390000,0,0,,1854189,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05594,M-WIŚNIA B/P A`10 KG,N1952,M-WIŚNIA MROŻONA B/P A`10 KG,17112025,4/30/2027,2,-52.5,0,0,0.00,0.00,0.00,,380000,0,0,,1854188,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05594,M-WIŚNIA B/P A`10 KG,N1952,M-WIŚNIA MROŻONA B/P A`10 KG,06102025,4/30/2027,2,-7.5,0,0,0.00,0.00,0.00,,380000,0,0,,1854187,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z05591,M-ŚLIWKA MROŻONA A`10 KG,N1952,M-ŚLIWKA MROŻONA A`10 KG,27102025,8/31/2027,2,-70,0,0,0.00,0.00,0.00,,370000,0,0,,1854186,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z03286,"M-SZPINAK W LIŚCIACH PORCJOWANY 4X2,5/K.A.'10KG",N1952,"M-SZPINAK W LIŚCIACH PORCJOWANY 4X2,5/K.A.'10KG",17112025,9/30/2027,2,-30,0,0,0.00,0.00,0.00,,360000,0,0,,1854185,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01935,R-091,N1952,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,-200,0,0,0.00,0.00,0.00,,350000,0,0,,1854184,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z06881,SOCZEWICA CZERWONA A'25,N1952,SOCZEWICA CZERWONA A'25,1688/1,7/31/2027,2,-25,0,0,0.00,0.00,0.00,,340000,0,0,,1854183,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31918,Z01841,D-095,N1952,SŁONECZNIK  A'25KG,BA25/MW-OCT4,10/31/2026,2,-25,0,0,0.00,0.00,0.00,,330000,0,0,,1854182,,,,0, ,0
